Year,Planted (1000 Acres),Harvested (1000 Acres),Yield (Pounds/ Harvested Area),Average Temperature Value,Average Temperature Anomaly,Maximum Temperature Value,Maximum Temperature Anomaly,Minimum Temperature Value,Minimum Temperature Anomaly,Precipitation Value,Precipitation Anomaly,Cooling Degree Days Value,Cooling Degree Days Anomaly,Heating Degree Days Value,Heating Degree Days Anomaly,Palmer Drought Severity Index (PDSI) Value,Palmer Drought Severity Index (PDSI) Anomaly,Palmer Hydrological Drought Index (PHDI) Value,Palmer Hydrological Drought Index (PHDI) Anomaly,Palmer Modified Drought Index (PMDI) Value,Palmer Modified Drought Index (PMDI) Anomaly,Palmer Z-Index Value,Palmer Z-Index Anomaly
1976,68,64,524,54.875,-1.05,69.275,-0.65,39.425,1.5,2.948333333,0.771666667,58.75,-19.5,432.5833333,49.5,0.218333333,2.476666667,1.379166667,,1.4,2.6525,2.234166667,1.3675
1976,1,1,742,51.51666667,1.858333333,66.725,1.558333333,36.3,0.158333333,2.825,2.960833333,146.1666667,-28,308.9166667,15.25,3.373333333,2.1125,1.206666667,,3.283333333,2.8475,2.585,1.785
1976,350,335,252,60.625,-0.358333333,75.85833333,1.841666667,47.40833333,0.491666667,4.225833333,1.2525,130.5,-27.5,320.25,14.83333333,-0.341666667,0.970833333,-0.1325,-0.945833333,,-0.541666667,0.345833333,1.104166667
1976,170,159,439,61.91666667,0.9,75.96666667,0.533333333,49.85,-0.733333333,8.300833333,2.303333333,,-35.41666667,250.5833333,30,3.223333333,3.519166667,2.773333333,2.949166667,3.43,3.631666667,4.775,3.830833333
1976,420,370,297,,1.475,70.625,-0.533333333,45.40833333,-1.491666667,7.958333333,2.409166667,,-32.75,367.5833333,44.91666667,2.275833333,2.476666667,2.621666667,3.674166667,3.743333333,1.955833333,2.043333333,3.748333333
1976,"4,800","4,500",356,65.81666667,-1.491666667,78.36666667,-0.241666667,52.225,0.241666667,,3.2025,178.5833333,-48.83333333,189.6666667,30.41666667,4.331666667,1.393333333,1.080833333,0.83,4.016666667,0.871666667,3.234166667,1.184166667
1976,1,1,481,55.825,0.241666667,69.71666667,1.15,45.94166667,1.35,6.443333333,1.694166667,68.91666667,-21.33333333,396.1666667,32.33333333,0.465833333,3.240833333,2.063333333,2.6825,0.903333333,2.589166667,2.926666667,3.795
1977,405,395,339,64.45833333,3.2,77.375,3.575,54.55,2.85,6.8225,2.0575,169.3333333,13.83333333,264.4166667,37.41666667,1.480833333,4.16,4.674166667,3.196666667,3.518333333,1.2075,4.0125,2.873333333
1977,950,,538,61.76666667,1.116666667,73.14166667,1.541666667,51.375,2.658333333,5.8675,0.5375,167.25,21.08333333,309.5,20,-0.34,1.3175,0.66,1.14,1.033333333,,3.554166667,2.399166667
1977,517,515,1001,62.20833333,2.583333333,77.5,0.725,48.91666667,3.483333333,1.884166667,2.859166667,239.9166667,-5,171.1666667,3.416666667,-0.915,2.904166667,2.085,1.875833333,0.125,2.789166667,3.108333333,3.353333333
1977,"1,400","1,390",966,61.975,1.325,72.56666667,2.4,47.38333333,1.25,2.460833333,3.634166667,64.5,-7.83333333,257.6666667,13.5,0.7525,1.581666667,-2.073333333,-0.3625,-1.82,-3.124166667,0.574166667,2.828333333
1977,6,,427,73.43333333,-0.641666667,83.56666667,1.891666667,59.28333333,-1.183333333,,3.529166667,263.8333333,-24,83.66666667,,0.785833333,0.395833333,-0.356666667,1.320833333,1.720833333,2.344166667,0.331666667,1.548333333
1977,230,170,236,63.85,2.975,78.90833333,2.483333333,52.79166667,1.491666667,7.015,2.841666667,,9.583333333,279,38.83333333,0.9275,1.244166667,1.138333333,3.396666667,2.000833333,2.3125,2.531666667,1.604166667
1977,0,0,0,54.50833333,0.258333333,63.75,3.358333333,44.24166667,2.133333333,6.483333333,1.1475,78.08333333,5.833333333,548.6666667,31.83333333,1.259166667,-0.6325,3.0375,-0.044166667,0.2725,0.368333333,2.348333333,3.023333333
1977,0,0,0,57.45,3.683333333,72.04166667,1.741666667,44.86666667,1.616666667,6.709166667,4.358333333,133.25,11.66666667,414.9166667,-1.916666667,2.7675,,0.441666667,0.578333333,1.556666667,0.7375,4.066666667,3.830833333
1977,1,1,421,56.79166667,-0.091666667,68.9,,46.66666667,2.725,7.043333333,3.885833333,110.25,10.25,420.9166667,44.33333333,3.16,3.319166667,1.013333333,2.0075,2.9925,0.155833333,4.345,1.013333333
1977,545,540,584,70.05,1.341666667,77.90833333,3.675,56.19166667,2.975,7.951666667,0.9725,223.3333333,3,174.4166667,29.41666667,3.358333333,3.15,2.2225,3.799166667,3.1975,1.925833333,3.025833333,2.876666667
1977,270,258,440,55.85,2.925,68.61666667,0.825,45.08333333,3.025,5.6925,1.138333333,122.25,,445.6666667,21.08333333,3.424166667,-0.580833333,2.590833333,0.558333333,1.965833333,-0.935,4.2225,1.919166667
1977,"1,380","1,360",583,64.3,1.491666667,76.89166667,1.825,53.68333333,1.15,5.959166667,4.0525,190.6666667,14.41666667,236.1666667,30.58333333,3.853333333,2.2725,1.9825,0.175,0.943333333,,3.991666667,0.753333333
1977,87,83,309,60.31666667,1.133333333,72.7,2.425,48.94166667,2.841666667,8.0675,0.895833333,126.6666667,9.083333333,323.75,37.41666667,0.673333333,3.783333333,3.4825,1.5325,2.643333333,0.723333333,0.756666667,3.764166667
1977,131,128,606,57.7,0.775,70.84166667,3.916666667,40.55,1.625,5.101666667,1.925,79.41666667,2.166666667,398.25,16.16666667,-0.266666667,-0.008333333,-0.266666667,3.065,1.044166667,1.296666667,1.561666667,1.695
1977,1,1,600,52.30833333,2.65,68.16666667,1,37.46666667,2.325,2.824166667,,168.4166667,-6.75,299.9166667,3.25,-1.740833333,-0.001666667,1.021666667,-0.3675,1.2775,1.841666667,1.886666667,2.086666667
1977,535,520,404,61.71666667,4.733333333,75.04166667,3.025,49.4,,3.659166667,0.685833333,184.9166667,24.91666667,308.8333333,4.416666667,1.431666667,-0.255833333,-0.568333333,1.618333333,2.660833333,0.955833333,1.395,3.153333333
1977,170,153,346,65.2,2.183333333,77.00833333,3.575,53.375,0.791666667,7.6825,1.685,167.5833333,10,256,34.41666667,,3.5125,2.8375,2.013333333,2.641666667,1.843333333,1.328333333,0.384166667
1977,325,300,408,,0.233333333,71.79166667,2.633333333,48.75,0.85,7.6825,4.133333333,131.25,16.5,361.1666667,37.5,4.100833333,2.301666667,1.901666667,-0.045833333,1.096666667,2.309166667,1.426666667,1.131666667
1977,"6,650","6,450",410,66.28333333,3.975,80.875,1.266666667,54.63333333,0.65,3.886666667,3.535,237,10.58333333,179.1666667,16.91666667,3.955833333,1.0175,1.7375,1.486666667,3.45,1.305,3.599166667,2.549166667
1977,1,1,197,56.75,2.166666667,66.95833333,3.391666667,45.5,1.908333333,5.3125,1.563333333,98.33333333,6.083333333,393.5833333,30.75,1.780833333,0.555833333,1.46,0.079166667,2.643333333,,3.3375,2.205833333
1978,325,315,444,65.86666667,1.608333333,75.93333333,1.133333333,53.79166667,2.091666667,8.125,3.36,165.25,7.75,278.4166667,50.41666667,0.509166667,3.188333333,0.885,0.4075,2.6725,0.361666667,1.576666667,0.4375
1978,810,760,419,62.9,-0.75,73.2,2.6,50.61666667,-1.1,8.105833333,3.775833333,153.1666667,9,351.75,62.25,0.156666667,-0.185833333,2.028333333,0.508333333,3.4175,1.999166667,1.8625,2.7075
1978,540,538,957,61.8,3.175,77.275,1.5,47.30833333,1.875,3.6775,1.6525,239.6666667,-6.25,181.0833333,15.33333333,5.998333333,4.8175,3.831666667,4.6225,3.568333333,5.2325,2.996666667,5.241666667
1978,"1,480","1,455",643,,1.958333333,73.59166667,2.425,,3.5,3.405,4.578333333,63.33333333,-9,264.8333333,23.66666667,4.926666667,5.755833333,3.07,6.780833333,3.941666667,5.6375,1.775,2.029166667
1978,4,4,508,70.73333333,0.658333333,84.475,2.8,62,0.533333333,5.444166667,0.973333333,273.6666667,-15.16666667,78.83333333,23.25,4.695833333,2.305833333,1.695,5.3725,,5.251666667,3.963333333,1.18
1978,120,115,464,66.58333333,2.708333333,77.54166667,1.116666667,54.60833333,0.308333333,4.573333333,0.4,144.5833333,3.833333333,281.75,41.58333333,0.1025,2.419166667,3.391666667,0.65,2.189166667,2.500833333,3.26,
1978,0,0,0,51.56666667,-1.683333333,63.725,0.333333333,40.38333333,-0.725,5.976666667,0.640833333,74.5,1.25,598.3333333,79.5,1.925833333,3.034166667,5.0175,0.935833333,3.4825,2.578333333,0.859166667,0.534166667
1978,0,0,0,55.7,-1.066666667,66.15833333,-0.141666667,42.225,-1.025,3.985,1.634166667,134.9166667,15.33333333,489.4166667,,1.559166667,0.776666667,2.503333333,2.64,0.5375,1.718333333,3.5975,2.361666667
1978,,0,0,55.36666667,-0.516666667,67.225,-0.616666667,,-0.425,7.414166667,4.256666667,98.33333333,-1.666666667,452.9166667,75.33333333,3.495833333,2.655,,4.49,1.523333333,3.686666667,3.621666667,4.29
1978,515,510,454,67.08333333,0.375,76.975,1.741666667,,-1.033333333,5.230833333,3.251666667,,0.083333333,191.4166667,49.41666667,1.705833333,3.4975,3.719166667,0.295833333,1.648333333,1.376666667,2.5775,2.428333333
1978,210,182,499,,-0.316666667,,1.741666667,44.68333333,-0.375,7.3625,0.808333333,110.8333333,6.666666667,499.4166667,78.83333333,4.998333333,2.993333333,4.115,4.0825,3.900833333,0,2.156666667,1.853333333
1978,"1,200","1,180",564,63.20833333,2.4,77.975,-0.091666667,51.44166667,1.908333333,5.115833333,2.209166667,180.75,3.5,257.3333333,52.75,3.4725,1.891666667,1.855833333,2.048333333,0.6025,-0.0075,3.548333333,1.31
1978,45,42,516,60.44166667,-0.741666667,69.675,-0.6,47.19166667,-0.908333333,4.986666667,0.815,113.0833333,-2.5,,47,3.4375,1.5475,2.0225,5.0725,3.666666667,1.746666667,2.965,3.9725
1978,137,109,445,54.225,3.3,71.55,0.625,39.9,3.975,5.373333333,3.196666667,74.91666667,-4.333333333,395.75,13.66666667,1.364166667,3.6225,2.540833333,2.8725,0.93,4.1825,4.446666667,3.58
1978,1,1,543,53.375,1.716666667,63.34166667,2.175,,3.258333333,,2.288333333,160.75,-14.41666667,314.1666667,18.5,3.8275,4.566666667,3.4225,4.033333333,5.5625,4.126666667,3.469166667,3.669166667
1978,605,585,295,61.475,-0.508333333,72.55833333,0.541666667,48.39166667,1.475,3.360833333,2.3875,183.8333333,23.83333333,372.1666667,68.75,,,,0.928333333,0.0025,1.2975,3.186666667,2.945
1978,105,98,565,62.575,0.558333333,75.23333333,0.8,53.91666667,-0.666666667,6.425,0.4275,156.4166667,-2.166666667,263.5,40.91666667,2.084166667,0.38,2.191666667,,3.141666667,0.343333333,1.400833333,0.456666667
1978,250,230,492,,0.108333333,70.66666667,-0.491666667,46.65,-0.25,5.1575,2.608333333,118.4166667,2.666666667,382.5,60.83333333,2.7175,1.918333333,1.9425,2.995,,0.131666667,1.761666667,0.466666667
1978,"6,950","6,200",297,67.76666667,,79.725,-0.883333333,55.80833333,1.825,5.140833333,2.789166667,229.8333333,3.416666667,214.3333333,53.08333333,,1.666666667,,0.254166667,,-0.315,2.426666667,3.376666667
1978,0,0,483,54.59166667,2.008333333,68.61666667,0.05,45.55,-0.041666667,4.765,3.015833333,86.41666667,-3.833333333,420.9166667,59.08333333,5.483333333,4.258333333,4.550833333,3.17,4.3375,,2.294166667,2.1625
1979,310,305,512,63.35833333,2.1,76.725,-0.075,51.99166667,0.291666667,7.66,3.895,137.5,-19,267.3333333,39.33333333,4.295,5.974166667,6.155,2.6775,6.143333333,2.8325,2.251666667,4.1125
1979,610,530,552,58.99166667,0.341666667,69.84166667,-1.758333333,51.16666667,-0.55,8.021666667,1.691666667,119.6666667,-21.5,348.25,55.75,4.960833333,4.618333333,4.686666667,4.166666667,3.655833333,,4.1475,2.9925
1979,580,575,1072,61.81666667,1.191666667,77.18333333,1.408333333,47.44166667,,5.0175,3.9925,230.75,-16.16666667,198.6666667,32.91666667,7.378333333,9.1975,6.378333333,8.169166667,5.71,6.374166667,3.125,3.37
1979,"1,650","1,635",1002,59.66666667,1.016666667,73.075,0.908333333,49.25833333,1.125,5.0525,2.225833333,67.08333333,-7.25,270,27.83333333,4.453333333,5.2825,,5.0425,4.1825,3.878333333,2.209166667,3.463333333
1979,3,3,566,71.85,2.775,83.51666667,0.841666667,61.18333333,0.716666667,5.988333333,4.5175,273.5,-18.33333333,73.33333333,16.75,3.305,3.915,3.305,3.9825,4.6075,2.230833333,3.6375,3.854166667
1979,155,150,489,64.26666667,-0.608333333,77.71666667,1.291666667,54.84166667,-0.458333333,6.64,3.466666667,121.25,-18.5,268.6666667,,2.564166667,5.880833333,3.04,5.298333333,3.2325,2.544166667,4.864166667,3.936666667
1979,0,0,0,53.375,-0.875,60.68333333,0.291666667,40.10833333,1,7.219166667,2.883333333,64.58333333,-7.66666667,592.0833333,76.25,2.486666667,2.595,3.635,3.553333333,3.265833333,1.361666667,3.233333333,2.908333333
1979,0,0,0,55.29166667,0.525,68.90833333,-1.391666667,42.66666667,-0.583333333,5.465,3.114166667,110,-11.58333333,489.5,73.66666667,,1.533333333,4.315833333,4.4525,4.15,4.330833333,2.7675,3.531666667
1979,0,0,0,54.425,-0.458333333,66.95833333,0.116666667,46.9,1.958333333,7.215,3.0575,78,-21,432.5,54.91666667,6.495,7.654166667,5.495,7.489166667,5.431666667,5.595,2.979166667,5.6475
1979,470,465,714,67.54166667,0.833333333,79.05833333,1.825,56.00833333,-0.208333333,8.945833333,4.966666667,195.6666667,-22.66666667,185.6666667,44.66666667,3.465833333,5.2575,4.465833333,3.0425,3.323333333,6.051666667,2.261666667,4.1125
1979,157,137,554,53.05,1.125,,0.383333333,43.9,-1.158333333,6.360833333,2.806666667,,-11.16666667,499.0833333,73.5,,1.769166667,5.255,4.2225,4.8825,3.981666667,4.365833333,2.0625
1979,"1,090","1,050",660,64.625,,73.59166667,1.525,53.625,1.091666667,9.298333333,4.391666667,158.9166667,-18.33333333,251.9166667,46.33333333,6.094166667,3.513333333,4.094166667,6.286666667,5.005833333,3.395833333,2.729166667,3.490833333
1979,46,45,459,60.61666667,1.433333333,69.74166667,1.466666667,47.525,2.425,5.894166667,1.7225,97.5,-22.08333333,315.4166667,27.08333333,5.004166667,3.114166667,4.265833333,3.315833333,6.094166667,6.174166667,2.239166667,
1979,154,126,398,52.8,0.875,69.78333333,-1.141666667,38.81666667,1.891666667,2.204166667,2.0275,61.91666667,-19.33333333,429.25,47.16666667,7.369166667,4.6275,7.369166667,5.700833333,6.993333333,7.245833333,4.055,3.188333333
1979,1,1,659,53.63333333,0.975,66.15,,38.125,-0.016666667,3.818333333,3.954166667,166,-8.16666667,323.5,28.83333333,6.3375,5.076666667,5.3375,5.948333333,,5.4175,1.209166667,
1979,600,580,434,58.38333333,1.4,72.34166667,-0.675,46.39166667,1.475,5.8925,2.919166667,145.75,-13.25,368.3333333,65.91666667,3.420833333,3.733333333,3.174166667,1.360833333,4.170833333,1.465833333,,1.2325
1979,110,109,512,65.45833333,2.441666667,74.89166667,,54,1.416666667,,1.673333333,134.75,-22.83333333,246.0833333,26.5,2.915833333,3.211666667,3.4175,4.593333333,5.623333333,4.825,5.0975,2.153333333
1979,250,230,360,59.84166667,-1.2,69.55,0.391666667,48.125,2.225,9.506666667,2.9575,,-18.75,369.5,44.83333333,5.1825,4.383333333,4.1825,5.235,5.121666667,6.334166667,4.6925,3.3975
1979,"7,700","6,800",390,64.875,0.566666667,78.08333333,1.475,53.65833333,-0.325,4.5825,4.230833333,,-30.91666667,204.75,,4.549166667,3.610833333,3.624166667,5.373333333,6.496666667,6.351666667,5.301666667,2.251666667
1979,0,0,322,56.825,2.241666667,65.48333333,-0.083333333,46.15,-0.441666667,7.638333333,1.889166667,69.58333333,-18.66666667,398.5833333,33.75,6.521666667,3.296666667,5.873333333,3.4925,4.779166667,5.465,5.6175,3.485833333
1980,325,321,415,63.46666667,3.208333333,76.46666667,3.666666667,,2.791666667,7.873333333,4.108333333,170.0833333,12.58333333,265.5,39.5,3.371666667,2.050833333,4.883333333,4.405833333,2.789166667,1.478333333,3.019166667,0.88
1980,700,645,332,63.49166667,2.841666667,73.28333333,2.683333333,50.65833333,2.941666667,7.341666667,3.011666667,178.4166667,34.25,,31.75,1.619166667,2.276666667,1.53,3.01,3.210833333,2.7925,2.0425,
1980,550,549,1185,64.23333333,2.608333333,77.49166667,0.716666667,47.96666667,2.533333333,3.131666667,2.106666667,232.3333333,-17.58333333,161.6666667,-7.083333333,3.709166667,4.528333333,7.659166667,8.45,3.851666667,7.515833333,2.763333333,5.008333333
1980,"1,550","1,540",970,,3.425,74.48333333,2.316666667,47.64166667,0.508333333,6.01,1.183333333,58.33333333,-14,248.9166667,4.75,4.714166667,4.543333333,3.195833333,5.906666667,4.988333333,4.684166667,3.2175,3.471666667
1980,6,6,613,70.93333333,-0.141666667,83.76666667,1.091666667,63.1,0.633333333,8.1075,3.636666667,273.4166667,-18.41666667,75.83333333,18.25,0.665,2.275,2.924166667,1.601666667,,1.241666667,3.5575,1.774166667
1980,170,160,259,66.00833333,3.133333333,78.81666667,1.391666667,54.175,2.875,,3.749166667,153.5,14.75,277,37.83333333,2.74,3.056666667,2.123333333,3.381666667,0.8225,1.134166667,1.456666667,0.529166667
1980,0,0,0,54.3,3.05,65.55,3.158333333,44.06666667,-0.041666667,4.804166667,2.468333333,82.5,7.25,560.25,44.41666667,1.13,2.238333333,3.011666667,1.93,2.24,2.335833333,0.720833333,1.395833333
1980,0,0,0,59.08333333,3.316666667,70.99166667,3.691666667,44.15833333,0.908333333,4.798333333,2.4475,160.9166667,40.33333333,437.9166667,23.08333333,1.1875,2.405,0.825833333,-0.0375,3.636666667,0.8175,1.441666667,3.205833333
1980,0,0,0,56.63333333,0.75,,-0.091666667,46.475,1.533333333,4.105,2.9475,111,12,428.8333333,53.25,2.751666667,-1.089166667,3.445,1.439166667,3.338333333,1.501666667,3.065,-0.266666667
1980,570,560,398,69.05,3.341666667,81.16666667,,,2.675,8.865,2.885833333,225.25,3.916666667,,25.83333333,3.9825,1.774166667,4.871666667,4.448333333,4.38,3.108333333,1.833333333,3.684166667
1980,245,241,356,56.975,4.05,70.65,2.858333333,44.275,3.216666667,6.403333333,1.849166667,140.3333333,33.16666667,457.3333333,30.75,-0.3225,-1.3275,1.6775,-2.355,-1.3225,-2.223333333,-0.49,2.206666667
1980,"1,150","1,125",491,64.05833333,,75.70833333,0.641666667,52.40833333,1.875,8.164166667,1.2575,193.3333333,15.08333333,242.3333333,36.75,2.12,2.539166667,,3.325,4.173333333,3.563333333,1.306666667,4.068333333
1980,66,65,382,61.925,0.741666667,73.36666667,,49.49166667,1.391666667,7.6925,0.520833333,127.4166667,8.833333333,330.1666667,42.83333333,3.065,1.175,4.3025,4.3525,2.97,,0.418333333,2.425833333
1980,151,120,432,56.63333333,0.708333333,71.925,4,42.35833333,2.433333333,5.015833333,2.839166667,83.16666667,6.916666667,400.3333333,18.25,4.155,3.413333333,3.364166667,1.695833333,2.303333333,4.555833333,2.701666667,1.835
1980,1,1,643,52.35,1.691666667,64.625,1.458333333,41.03333333,3.891666667,2.081666667,1.2175,157,-20.16666667,287.4166667,-6.25,3.231666667,6.970833333,4.125,6.735833333,6.750833333,6.315,5.186666667,5.386666667
1980,715,565,176,61.46666667,1.483333333,75.23333333,3.216666667,48.675,0.758333333,4.209166667,3.235833333,199.75,40.75,325,19.58333333,0.61,1.9225,-0.279166667,0.9075,2.503333333,1.798333333,0.01,2.768333333
